path,label,drop_flag
./img/249.jpg,"[1, 0, 0]",
./img/250.jpg,"[1, 0, 0]",
./img/251.jpg,"[1, 0, 0]",
./img/252.jpg,"[1, 1, 0]",
./img/253.jpg,"[1, 1, 0]",
./img/254.jpg,"[1, 0, 0]",
./img/255.jpg,"[1, 0, 0]",
./img/256.jpg,"[1, 0, 0]",
./img/257.jpg,"[1, 0, 0]",
./img/258.jpg,"[1, 0, 0]",
./img/259.jpg,"[1, 0, 0]",
./img/260.jpg,"[1, 0, 0]",
./img/261.jpg,"[1, 0, 0]",
./img/262.jpg,"[1, 1, 0]",
./img/263.jpg,"[1, 0, 0]",
./img/264.jpg,"[1, 1, 1]",
./img/265.jpg,"[1, 0, 0]",
./img/266.jpg,"[1, 0, 0]",
./img/267.jpg,"[1, 0, 0]",
./img/268.jpg,"[1, 1, 0]",
./img/269.jpg,"[1, 0, 0]",
./img/270.jpg,"[1, 1, 0]",
./img/271.jpg,"[1, 1, 0]",
./img/272.jpg,"[0, 1, 0]",
./img/273.jpg,"[1, 0, 0]",
./img/274.jpg,"[1, 0, 0]",
./img/275.jpg,"[1, 0, 1]",
./img/276.jpg,"[1, 1, 0]",
./img/277.jpg,"[1, 0, 0]",
./img/278.jpg,"[1, 0, 0]",
./img/279.jpg,"[1, 0, 0]",
./img/280.jpg,"[1, 0, 0]",
./img/281.jpg,"[1, 1, 0]",
./img/282.jpg,"[1, 1, 1]",
./img/283.jpg,"[1, 0, 0]",
./img/284.jpg,"[1, 1, 0]",
./img/285.jpg,"[1, 0, 0]",
./img/286.jpg,"[1, 1, 1]",
./img/287.jpg,"[1, 0, 0]",
./img/290.jpg,"[1, 0, 0]",
./img/291.jpg,"[1, 1, 1]",
./img/292.jpg,"[1, 0, 0]",
./img/293.jpg,"[1, 0, 1]",
./img/294.jpg,"[1, 1, 0]",
./img/295.jpg,"[1, 0, 0]",
./img/296.jpg,"[1, 0, 0]",
./img/297.jpg,"[1, 0, 0]",
./img/298.jpg,"[1, 1, 0]",
./img/299.jpg,"[1, 1, 0]",
./img/300.jpg,"[1, 0, 0]",
./img/301.jpg,"[1, 0, 0]",
./img/302.jpg,"[1, 0, 0]",
./img/303.jpg,"[1, 0, 0]",
./img/304.jpg,"[1, 1, 1]",
./img/305.jpg,"[1, 0, 0]",
./img/306.jpg,"[0, 1, 1]",
./img/307.jpg,"[1, 0, 0]",
./img/308.jpg,"[0, 1, 1]",
./img/309.jpg,"[1, 1, 1]",
./img/310.jpg,"[1, 0, 1]",
./img/311.jpg,"[1, 0, 0]",
./img/312.jpg,"[1, 1, 0]",
./img/313.jpg,"[1, 0, 0]",
./img/314.jpg,"[1, 0, 0]",
./img/315.jpg,"[1, 0, 0]",
./img/316.jpg,"[1, 0, 0]",
./img/317.jpg,"[1, 1, 1]",
./img/318.jpg,"[1, 1, 0]",
./img/319.jpg,"[1, 0, 0]",
./img/320.jpg,"[1, 1, 0]",
./img/321.jpg,"[1, 1, 0]",
./img/322.jpg,"[1, 1, 0]",
./img/323.jpg,"[0, 1, 1]",
./img/324.jpg,"[1, 1, 0]",
./img/325.jpg,"[1, 0, 0]",
./img/326.jpg,"[1, 0, 0]",
./img/327.jpg,"[1, 1, 1]",
./img/328.jpg,"[1, 1, 0]",
./img/329.jpg,"[1, 0, 0]",
./img/330.jpg,"[1, 1, 0]",
./img/331.jpg,"[1, 1, 0]",
./img/332.jpg,"[0, 1, 1]",
./img/333.jpg,"[1, 1, 0]",
./img/334.jpg,"[1, 0, 0]",
./img/335.jpg,"[1, 0, 0]",
./img/336.jpg,"[1, 0, 0]",
./img/337.jpg,"[1, 1, 1]",
./img/338.jpg,"[1, 0, 0]",
./img/339.jpg,"[1, 0, 0]",
./img/340.jpg,"[1, 0, 0]",
./img/341.jpg,"[1, 0, 0]",
./img/342.jpg,"[1, 0, 0]",
./img/343.jpg,"[1, 1, 0]",
./img/344.jpg,"[1, 1, 0]",
./img/345.jpg,"[1, 0, 0]",
./img/346.jpg,"[1, 0, 1]",
./img/347.jpg,"[1, 1, 0]",
./img/348.jpg,"[1, 1, 1]",
./img/349.jpg,"[1, 1, 0]",
./img/350.jpg,"[1, 0, 0]",
./img/351.jpg,"[1, 0, 0]",
./img/352.jpg,"[1, 0, 0]",
./img/353.jpg,"[1, 1, 0]",
./img/354.jpg,"[1, 0, 0]",
./img/355.jpg,"[1, 1, 1]",
./img/356.jpg,"[1, 0, 0]",
./img/357.jpg,"[1, 1, 1]",
./img/358.jpg,"[1, 1, 1]",
./img/359.jpg,"[1, 1, 0]",
./img/360.jpg,"[1, 1, 1]",
./img/361.jpg,"[1, 1, 0]",
./img/362.jpg,"[1, 1, 1]",
./img/363.jpg,"[1, 0, 0]",
./img/364.jpg,"[1, 1, 1]",
./img/365.jpg,"[1, 0, 0]",
./img/366.jpg,"[1, 0, 0]",
./img/367.jpg,"[1, 0, 0]",
./img/368.jpg,"[1, 0, 0]",
./img/369.jpg,"[1, 0, 0]",
./img/370.jpg,"[1, 1, 1]",
./img/371.jpg,"[1, 0, 0]",
./img/372.jpg,"[1, 1, 0]",
./img/373.jpg,"[1, 1, 0]",
./img/374.jpg,"[1, 1, 0]",
./img/375.jpg,"[1, 0, 0]",
./img/376.jpg,"[1, 1, 0]",
./img/377.jpg,"[1, 1, 1]",
./img/378.jpg,"[1, 1, 0]",
./img/379.jpg,"[1, 1, 1]",
./img/380.jpg,"[1, 1, 0]",
./img/381.jpg,"[1, 0, 1]",
./img/382.jpg,"[1, 1, 0]",
./img/383.jpg,"[1, 0, 1]",
./img/385.jpg,"[1, 0, 0]",
./img/387.jpg,"[1, 0, 0]",
./img/388.jpg,"[1, 1, 1]",
./img/390.jpg,"[1, 1, 1]",
./img/391.jpg,"[1, 1, 0]",
./img/392.jpg,"[1, 1, 0]",
./img/393.jpg,"[1, 1, 0]",
./img/394.jpg,"[1, 1, 0]",
./img/395.jpg,"[1, 0, 0]",
./img/396.jpg,"[1, 1, 1]",
./img/397.jpg,"[1, 0, 0]",
./img/398.jpg,"[1, 0, 0]",
./img/399.jpg,"[1, 1, 0]",
./img/400.jpg,"[1, 0, 0]",
./img/401.jpg,"[1, 0, 0]",
./img/402.jpg,"[1, 0, 0]",
./img/403.jpg,"[1, 1, 0]",
./img/404.jpg,"[1, 0, 0]",
./img/405.jpg,"[1, 1, 0]",
./img/406.jpg,"[1, 1, 1]",
./img/407.jpg,"[1, 1, 0]",
./img/408.jpg,"[1, 0, 0]",
./img/409.jpg,"[1, 1, 0]",
./img/410.jpg,"[1, 1, 0]",
./img/411.jpg,"[1, 1, 0]",
./img/412.jpg,"[1, 1, 0]",
./img/413.jpg,"[1, 1, 1]",
./img/414.jpg,"[1, 1, 0]",
./img/415.jpg,"[1, 0, 0]",
./img/416.jpg,"[0, 1, 1]",
./img/417.jpg,"[1, 1, 0]",
./img/418.jpg,"[1, 0, 0]",
./img/419.jpg,"[1, 1, 1]",
./img/420.jpg,"[1, 1, 0]",
./img/421.jpg,"[1, 1, 0]",
./img/422.jpg,"[1, 0, 0]",
./img/423.jpg,"[1, 0, 0]",
./img/424.jpg,"[1, 1, 0]",
./img/425.jpg,"[1, 1, 0]",
./img/426.jpg,"[1, 1, 0]",
./img/427.jpg,"[1, 1, 0]",
./img/428.jpg,"[1, 0, 0]",
./img/429.jpg,"[1, 1, 0]",
./img/430.jpg,"[1, 1, 0]",
./img/431.jpg,"[1, 1, 0]",
./img/432.jpg,"[1, 0, 0]",
./img/433.jpg,"[1, 0, 0]",
./img/434.jpg,"[1, 1, 0]",
./img/435.jpg,"[1, 1, 0]",
./img/436.jpg,"[1, 1, 0]",
./img/437.jpg,"[1, 0, 0]",
./img/438.jpg,"[1, 0, 0]",
./img/439.jpg,"[1, 0, 0]",
./img/440.jpg,"[1, 1, 0]",
./img/441.jpg,"[1, 1, 0]",
./img/442.jpg,"[1, 1, 0]",
./img/443.jpg,"[1, 1, 0]",
./img/444.jpg,"[1, 1, 0]",
./img/445.jpg,"[1, 0, 1]",
./img/446.jpg,"[1, 1, 1]",
./img/448.jpg,"[1, 0, 0]",
./img/449.jpg,"[1, 1, 0]",
./img/450.jpg,"[1, 1, 0]",
./img/451.jpg,"[1, 0, 0]",
./img/452.jpg,"[1, 1, 0]",
./img/453.jpg,"[1, 1, 0]",
./img/454.jpg,"[1, 0, 0]",
./img/455.jpg,"[1, 1, 0]",
./img/456.jpg,"[1, 0, 0]",
./img/457.jpg,"[1, 1, 0]",
./img/458.jpg,"[1, 1, 0]",
./img/459.jpg,"[1, 1, 0]",
./img/460.jpg,"[1, 0, 0]",
./img/461.jpg,"[1, 1, 0]",
./img/462.jpg,"[1, 0, 0]",
./img/463.jpg,"[1, 0, 0]",
./img/464.jpg,"[1, 1, 0]",
./img/465.jpg,"[1, 1, 0]",
./img/466.jpg,"[1, 1, 0]",
./img/467.jpg,"[1, 1, 0]",
./img/468.jpg,"[1, 1, 0]",
./img/469.jpg,"[1, 0, 0]",
./img/470.jpg,"[1, 1, 0]",
./img/471.jpg,"[1, 1, 1]",
./img/472.jpg,"[1, 1, 1]",
./img/473.jpg,"[1, 1, 0]",
./img/474.jpg,"[1, 1, 1]",
./img/475.jpg,"[1, 1, 0]",
./img/476.jpg,"[1, 1, 0]",
./img/477.jpg,"[1, 1, 0]",
./img/478.jpg,"[1, 0, 0]",
./img/479.jpg,"[1, 0, 0]",
./img/483.jpg,"[1, 1, 0]",
./img/485.jpg,"[1, 0, 0]",
./img/486.jpg,"[1, 1, 1]",
./img/487.jpg,"[1, 0, 0]",
./img/488.jpg,"[1, 1, 0]",
./img/489.jpg,"[1, 0, 0]",
./img/490.jpg,"[1, 1, 0]",
./img/491.jpg,"[1, 1, 0]",
./img/492.jpg,"[1, 1, 0]",
./img/493.jpg,"[1, 1, 0]",
./img/494.jpg,"[1, 1, 0]",
./img/495.jpg,"[1, 0, 0]",
./img/496.jpg,"[1, 1, 0]",
./img/497.jpg,"[1, 1, 0]",
./img/498.jpg,"[1, 1, 0]",
./img/499.jpg,"[1, 1, 0]",
./img/500.jpg,"[1, 0, 0]",
./img/501.jpg,"[1, 1, 0]",
./img/502.jpg,"[1, 1, 0]",
./img/503.jpg,"[1, 1, 0]",
./img/504.jpg,"[1, 1, 0]",
./img/505.jpg,"[1, 0, 1]",
./img/506.jpg,"[1, 1, 0]",
./img/507.jpg,"[1, 0, 0]",
./img/508.jpg,"[1, 1, 0]",
./img/509.jpg,"[1, 0, 0]",
./img/510.jpg,"[1, 0, 0]",
./img/511.jpg,"[1, 0, 1]",
./img/512.jpg,"[1, 1, 0]",
./img/513.jpg,"[1, 0, 0]",
./img/514.jpg,"[1, 0, 0]",
./img/515.jpg,"[1, 1, 0]",
./img/516.jpg,"[1, 0, 0]",
./img/517.jpg,"[1, 1, 0]",
./img/518.jpg,"[1, 1, 0]",
./img/519.jpg,"[1, 1, 0]",
./img/520.jpg,"[1, 1, 1]",
./img/521.jpg,"[1, 0, 0]",
./img/522.jpg,"[1, 1, 0]",
./img/523.jpg,"[1, 1, 0]",
./img/524.jpg,"[1, 0, 0]",
./img/525.jpg,"[1, 0, 1]",
./img/526.jpg,"[1, 0, 0]",
./img/527.jpg,"[1, 1, 0]",
./img/528.jpg,"[1, 1, 0]",
./img/529.jpg,"[1, 0, 0]",
./img/530.jpg,"[1, 1, 1]",
./img/531.jpg,"[1, 0, 0]",
./img/532.jpg,"[1, 0, 0]",
./img/537.jpg,"[1, 0, 0]",
./img/538.jpg,"[1, 1, 0]",
./img/539.jpg,"[1, 0, 0]",
./img/540.jpg,"[1, 1, 1]",
./img/541.jpg,"[1, 1, 1]",
./img/542.jpg,"[1, 0, 0]",
./img/543.jpg,"[1, 0, 0]",
./img/544.jpg,"[1, 1, 0]",
./img/545.jpg,"[1, 1, 0]",
./img/546.jpg,"[1, 1, 0]",
./img/547.jpg,"[1, 0, 0]",
./img/548.jpg,"[1, 1, 1]",
./img/549.jpg,"[1, 0, 0]",
./img/550.jpg,"[1, 1, 0]",
./img/551.jpg,"[0, 1, 1]",
./img/552.jpg,"[1, 1, 0]",
./img/553.jpg,"[1, 0, 0]",
./img/554.jpg,"[1, 0, 0]",
./img/555.jpg,"[1, 1, 0]",
./img/556.jpg,"[1, 1, 0]",
./img/557.jpg,"[1, 0, 0]",
./img/558.jpg,"[1, 1, 1]",
./img/559.jpg,"[1, 1, 0]",
./img/560.jpg,"[1, 1, 1]",
./img/561.jpg,"[1, 1, 1]",
./img/562.jpg,"[1, 1, 0]",
./img/563.jpg,"[1, 1, 1]",
./img/564.jpg,"[1, 1, 0]",
./img/565.jpg,"[1, 0, 1]",
./img/566.jpg,"[1, 1, 0]",
./img/567.jpg,"[1, 1, 0]",
./img/568.jpg,"[1, 0, 0]",
./img/569.jpg,"[1, 0, 0]",
./img/570.jpg,"[1, 1, 0]",
./img/571.jpg,"[1, 1, 1]",
./img/572.jpg,"[0, 1, 1]",
./img/573.jpg,"[1, 0, 0]",
./img/574.jpg,"[1, 1, 0]",
./img/575.jpg,"[1, 1, 0]",
./img/576.jpg,"[1, 1, 0]",
./img/577.jpg,"[1, 0, 0]",
./img/578.jpg,"[1, 0, 0]",
./img/579.jpg,"[1, 1, 0]",
./img/580.jpg,"[1, 0, 0]",
./img/581.jpg,"[1, 1, 0]",
./img/582.jpg,"[1, 1, 0]",
./img/583.jpg,"[1, 1, 0]",
./img/584.jpg,"[1, 0, 0]",
./img/585.jpg,"[1, 1, 0]",
./img/586.jpg,"[1, 1, 0]",
./img/587.jpg,"[0, 1, 0]",
./img/588.jpg,"[1, 1, 0]",
./img/589.jpg,"[1, 1, 0]",
./img/590.jpg,"[1, 0, 0]",
./img/591.jpg,"[1, 0, 0]",
./img/592.jpg,"[1, 1, 1]",
./img/593.jpg,"[1, 1, 0]",
./img/594.jpg,"[1, 1, 0]",
./img/595.jpg,"[1, 1, 0]",
./img/596.jpg,"[1, 1, 0]",
./img/597.jpg,"[1, 1, 0]",
./img/598.jpg,"[1, 1, 1]",
./img/599.jpg,"[1, 1, 0]",
./img/600.jpg,"[1, 1, 0]",
./img/601.jpg,"[1, 0, 0]",
./img/602.jpg,"[1, 1, 0]",
./img/603.jpg,"[1, 1, 0]",
./img/604.jpg,"[1, 1, 0]",
./img/605.jpg,"[1, 1, 1]",
./img/606.jpg,"[1, 0, 0]",
./img/607.jpg,"[1, 1, 0]",
./img/608.jpg,"[1, 0, 0]",
./img/609.jpg,"[1, 1, 0]",
./img/610.jpg,"[1, 0, 0]",
./img/611.jpg,"[1, 1, 0]",
./img/612.jpg,"[1, 0, 0]",
./img/613.jpg,"[1, 1, 0]",
./img/614.jpg,"[1, 1, 0]",
./img/615.jpg,"[1, 1, 0]",
./img/616.jpg,"[1, 0, 0]",
./img/617.jpg,"[1, 0, 0]",
./img/618.jpg,"[1, 0, 0]",
./img/619.jpg,"[1, 1, 0]",
./img/623.jpg,"[1, 1, 0]",
./img/624.jpg,"[1, 0, 1]",
./img/625.jpg,"[1, 1, 1]",
./img/626.jpg,"[1, 1, 0]",
./img/627.jpg,"[0, 1, 1]",
./img/628.jpg,"[1, 0, 0]",
./img/629.jpg,"[1, 1, 0]",
./img/630.jpg,"[1, 1, 0]",
./img/631.jpg,"[1, 0, 0]",
./img/632.jpg,"[1, 0, 1]",
./img/633.jpg,"[1, 0, 0]",
./img/634.jpg,"[1, 1, 0]",
./img/635.jpg,"[1, 0, 0]",
./img/636.jpg,"[1, 1, 0]",
./img/637.jpg,"[1, 0, 0]",
./img/638.jpg,"[1, 1, 1]",
./img/639.jpg,"[1, 1, 0]",
./img/640.jpg,"[1, 1, 0]",
./img/641.jpg,"[1, 1, 1]",
./img/642.jpg,"[1, 1, 0]",
./img/643.jpg,"[1, 1, 0]",
./img/644.jpg,"[1, 1, 0]",
./img/645.jpg,"[1, 0, 0]",
./img/646.jpg,"[1, 1, 0]",
./img/647.jpg,"[1, 1, 1]",
./img/648.jpg,"[1, 1, 0]",
./img/649.jpg,"[1, 0, 1]",
./img/650.jpg,"[1, 1, 0]",
./img/651.jpg,"[1, 0, 0]",
./img/652.jpg,"[1, 1, 0]",
./img/653.jpg,"[1, 1, 0]",
./img/654.jpg,"[1, 0, 1]",
./img/655.jpg,"[1, 1, 0]",
./img/656.jpg,"[1, 0, 0]",
./img/657.jpg,"[1, 1, 0]",
./img/658.jpg,"[1, 1, 0]",
./img/659.jpg,"[1, 1, 1]",
./img/660.jpg,"[1, 1, 1]",
./img/661.jpg,"[1, 1, 0]",
./img/662.jpg,"[1, 1, 0]",
./img/663.jpg,"[1, 0, 0]",
./img/664.jpg,"[1, 1, 1]",
./img/665.jpg,"[1, 1, 0]",
./img/666.jpg,"[1, 0, 1]",
./img/667.jpg,"[1, 0, 1]",
./img/668.jpg,"[1, 1, 0]",
./img/671.jpg,"[1, 1, 0]",
./img/672.jpg,"[1, 1, 0]",
./img/673.jpg,"[1, 1, 0]",
./img/674.jpg,"[1, 1, 0]",
./img/675.jpg,"[1, 0, 0]",
./img/676.jpg,"[1, 1, 0]",
./img/677.jpg,"[1, 1, 0]",
./img/678.jpg,"[1, 1, 0]",
./img/679.jpg,"[1, 1, 0]",
./img/680.jpg,"[1, 0, 0]",
./img/681.jpg,"[1, 0, 0]",
./img/682.jpg,"[1, 1, 0]",
./img/683.jpg,"[1, 0, 0]",
./img/684.jpg,"[1, 1, 0]",
./img/685.jpg,"[1, 0, 0]",
./img/686.jpg,"[1, 0, 0]",
./img/687.jpg,"[1, 0, 0]",
./img/688.jpg,"[1, 1, 0]",
./img/690.jpg,"[1, 1, 0]",
